Investments,"2,413","4,561","2,076","2,045","3,483","3,196","4,346","3,381","2,779"
Other Assets +,"60,516","79,200","76,599","69,164","62,093","63,528","67,837","78,884","90,453"
Total Assets,"63,014","83,869","78,930","71,392","65,730","66,874","72,405","82,520","93,512"

--- CASH FLOW ---
,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Cash from Operating Activity +,"-15,664","-16,617","8,928","6,611","6,254","-1,865","-4,662","-8,057","-8,984"
Cash from Investing Activity +,-50,-54,-63,21,"-1,475",176,"-1,186",757,684
Cash from Financing Activity +,"18,464","17,888","-4,386","-8,178","-6,732",301,"4,179","7,404","8,720"
Net Cash Flow,"2,751","1,217","4,480","-1,546","-1,953","-1,388","-1,669",104,421
Free Cash Flow,"-15,713","-16,671","8,866","6,606","6,239","-1,880","-4,701","-8,106","-9,016"
CFO/OP,-317%,-232%,137%,109%,127%,-29%,-69%,-108%,-48%

--- RATIOS ---
,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
ROE %,13%,17%,8%,11%,9%,10%,12%,12%,13%

--- SHAREHOLDING PATTERN ---
,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026
Promoters +,28.15%,28.14%,28.13%,28.13%,28.13%,28.11%,28.11%,28.10%,28.08%,28.04%,28.04%,28.04%
FIIs +,24.77%,24.81%,24.70%,25.00%,17.89%,20.42%,24.34%,21.45%,24.18%,18.61%,17.22%,16.60%
DIIs +,7.60%,7.72%,7.86%,6.88%,10.95%,22.17%,26.85%,29.88%,37.99%,40.68%,43.02%,44.07%
Government +,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.01%,0.01%,0.02%,0.02%
Public +,39.48%,39.32%,39.32%,39.98%,43.04%,29.29%,20.69%,20.57%,9.74%,12.65%,11.69%,11.28%
No. of Shareholders,"1,20,193","1,19,631","1,24,656","1,33,177","1,62,938","1,58,799","1,83,482","1,82,070","1,87,526","2,24,183","1,99,930","1,92,512"

--- CAGR BOXES ---




